idHistory,vehicle_type,vehicle_name,fuel_type,machine_capacity,daily_emission,distance,location,location_address,time_used,time_travel,user_id,avg_daily_emission,avg_distance_user,motor_counts,mobil_counts,challenge_id,chal_name
4b564b8c-eafa-4068-87b5-7ef660dae58a,mobil,Mitsubishi Pajero,Diesel,250,1016776,43595,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-11-11 00:00:00,184,d15869f6-047e-4f46-8a44-b4d848d11182,2259552.1,24790.8,4,6,CHALLENGE012,Weekend Warrior
1938723d-bb7c-4986-88e6-425978577485,mobil,Toyota Avanza,Pertamax,1500,786184,44361,MULYO fotocopy,"Desa, RT.01/RW.08, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-08-11 00:00:00,146,8d5a2d4f-d4f9-4f64-a322-0de2c628ea80,2539784.3,27465.3,7,3,CHALLENGE029,Ride Share
6092a7c0-424d-4a3e-9be6-97ceef9205c9,sepeda motor,Suzuki GSX,Shell Super,1800,4164775,14154,Dicoding Academy,"Jalan Batik Kumeli, Sukaluyu, Bandung City, West Java, Indonesia",2023-11-26 00:00:00,118,93528ae0-ee20-4aa3-806c-acb9ae103dca,2225321.8,23862.4,6,4,CHALLENGE024,Public Transport Experiment
77b21785-26eb-4e82-bd48-ae2a378fd4e0,mobil,Honda Brio,Pertamax,1500,809889,18541,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-10-07 00:00:00,151,ff315c64-29b8-4ce5-8f4c-bfbd1f7dc490,3474668.0,24158.1,5,5,CHALLENGE028,Cycle Commute Challenge
8752da92-72cc-4a93-b2ac-c8348c9d9c17,sepeda motor,Kawasaki Ninja,Pertamax Turbo,150,2545554,46345,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-02-09 00:00:00,111,29722f8d-6e0b-4cc3-b6e1-ff0d18d3ebf2,3204203.9,32734.6,5,5,CHALLENGE004,Zero Emissions Day
a32a5c48-b3af-4893-b7af-1a3d8f1f702a,sepeda motor,Honda Beat,Diesel,200,1780352,9606,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-08-02 00:00:00,112,b0414303-e203-46f3-b27a-1983d305c372,2780638.8,24871.6,7,3,CHALLENGE024,Public Transport Experiment
0c2cfce6-26e6-4d66-ba0a-f356c2b55190,mobil,Mitsubishi Pajero,Pertamax Turbo,250,4365603,23719,"UPN ""Veteran"" Jawa Timur","Jalan Rungkut Madya, Gunung Anyar, Surabaya, East Java, Indonesia",2023-04-30 00:00:00,143,9c800aaa-c130-4867-a482-52e43f5f8c26,2672462.4,17401.3,5,5,CHALLENGE028,Cycle Commute Challenge
af9089ba-56ff-4870-aa2f-45eb4d58f230,mobil,Honda Brio,Shell Super,100,3524318,25849,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-03-16 00:00:00,27,a5666dc2-4ffd-42fd-b012-7dd55bf44d46,2645761.1,29860.1,6,4,CHALLENGE016,School or Workplace Stroll
cfa92828-0697-4e41-9e89-b61e3324721d,sepeda motor,Kawasaki Ninja,Shell Super,1800,484851,21644,Cv. Berkah Semi Mandiri,"Tempel, Kambingan, Gresik Regency, East Java, Indonesia",2023-10-08 00:00:00,75,d15869f6-047e-4f46-8a44-b4d848d11182,2259552.1,24790.8,4,6,CHALLENGE002,Vehicle Switch Challenge
5bad5348-8b7f-4d14-80f4-95059bc23448,mobil,Mitsubishi Pajero,Diesel,250,562436,32707,Terminal Arjosari Malang,"Jalan Raden Intan, Arjosari, Malang City, East Java, Indonesia",2023-09-03 00:00:00,160,68d4379a-3450-44a1-9fff-f08e57ba5b8f,1956147.4,31332.1,6,4,CHALLENGE022,One Car-Free Day
59a5bc64-5305-4f56-b0d6-d9a439bec7d8,sepeda motor,Kawasaki Ninja,Pertamax Turbo,1000,393981,19692,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-06-02 00:00:00,22,ac5bff56-cc41-44db-a652-237baf3bf879,2035031.4,18210.8,6,4,CHALLENGE002,Vehicle Switch Challenge
c3d75d1e-13f2-4f32-a5e6-303ea31030dc,sepeda motor,Yamaha NMAX,Shell Super,1800,1668833,46190,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-12-01 00:00:00,92,9761941f-4c75-4208-8552-c77ce1fc9e57,2799837.2,27666.1,5,5,CHALLENGE002,Vehicle Switch Challenge
33aa748b-2616-412a-97ea-cc1a1253c117,mobil,Daihatsu Xenia,Diesel,1000,1714514,9715,Warkop Pak Min,"Turus, Ternyang, Malang Regency, East Java, Indonesia",2023-05-25 00:00:00,161,11a28650-9e1f-4fa5-bb0e-621c51bd9770,3439949.8,25863.8,2,8,CHALLENGE029,Ride Share
9ccd8afc-b35b-4416-aa94-33fb87f92984,sepeda motor,Vespa Sprint,Diesel,125,511534,34795,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-06-17 00:00:00,65,df863306-cf1b-4cb6-9d46-db6725923dd5,1879617.5,22828.4,6,4,CHALLENGE002,Vehicle Switch Challenge
2d6bf731-eb7c-4606-b416-6e7894f70f61,mobil,Suzuki Ertiga,Diesel,150,3463702,796,Stasiun Martapura,"Baru City, East Ogan Komering Ulu Regency, South Sumatra, Indonesia",2023-07-01 00:00:00,87,9e79b7ba-6fe1-4872-be49-41388a175aac,2631645.2,20409.3,5,5,CHALLENGE009,Local Living
09d14d7b-1439-4eff-b55b-55686e743edc,mobil,Daihatsu Xenia,Diesel,100,4931852,13187,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-05-16 00:00:00,179,11a28650-9e1f-4fa5-bb0e-621c51bd9770,3439949.8,25863.8,2,8,CHALLENGE013,Nature Stroll
67a0f169-5dc6-4727-b58a-65fbb4c4ab23,mobil,Suzuki Ertiga,Pertamax,150,4712660,37830,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-03-25 00:00:00,109,ff315c64-29b8-4ce5-8f4c-bfbd1f7dc490,3474668.0,24158.1,5,5,CHALLENGE013,Nature Stroll
71a0ad5e-e925-42b0-8662-4360f1a96118,mobil,Suzuki Ertiga,Pertamax,100,205794,47415,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-04-02 00:00:00,174,b0414303-e203-46f3-b27a-1983d305c372,2780638.8,24871.6,7,3,CHALLENGE001,Eco Commuter
8a9ab54f-0145-4aab-bc85-cddd3d024417,mobil,Mitsubishi Pajero,Diesel,150,3048616,39913,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-01-06 00:00:00,1,47b8a1b3-8f4b-4214-8c48-b162e3ee2962,2779171.8,28961.0,7,3,CHALLENGE003,Green Mile
8668da4a-3aab-4676-961d-4735c4b34b40,mobil,Toyota Avanza,Diesel,150,812127,16894,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-04-24 00:00:00,164,1c4436a8-be58-49b3-825a-758b337f3c06,2687078.2,26056.5,3,7,CHALLENGE024,Public Transport Experiment
9927a71c-ee9f-4e85-ab24-45bbd6ed1570,mobil,Daihatsu Xenia,Pertalite,200,4813047,20423,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-01-28 00:00:00,47,72b17578-7730-4bfd-bbca-f65f453effec,2079180.2,14673.1,4,6,CHALLENGE015,Eco Grocer
007d899b-3791-422c-b5a0-cdbc86b0b14e,sepeda motor,Vespa Sprint,Pertamax Turbo,150,4638597,17004,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-12-26 00:00:00,178,9e79b7ba-6fe1-4872-be49-41388a175aac,2631645.2,20409.3,5,5,CHALLENGE004,Zero Emissions Day
e33cadfc-480e-441b-b184-95d22f58512a,sepeda motor,Vespa Sprint,Pertamax,100,3532317,25769,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-03-15 00:00:00,53,9e79b7ba-6fe1-4872-be49-41388a175aac,2631645.2,20409.3,5,5,CHALLENGE005,Park and Walk
19357026-95ac-4448-b742-3f45e3de3962,sepeda motor,Kawasaki Ninja,Shell Super,150,4386891,7299,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-03-17 00:00:00,136,68d4379a-3450-44a1-9fff-f08e57ba5b8f,1956147.4,31332.1,6,4,CHALLENGE029,Ride Share
e17360fc-6ec7-4165-b419-891dc5d05fbd,mobil,Daihatsu Xenia,Shell Super,125,3679801,41394,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-09-24 00:00:00,133,7274d003-1e91-472f-ae5d-3a3e0ec3a15e,2129000.9,30885.5,4,6,CHALLENGE005,Park and Walk
fd6e01f1-1afe-4b7e-ba3b-0f55e36a5f73,mobil,Suzuki Ertiga,Diesel,125,4991191,39275,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-06-18 00:00:00,111,1c4436a8-be58-49b3-825a-758b337f3c06,2687078.2,26056.5,3,7,CHALLENGE022,One Car-Free Day
9d7ed3f0-d5a3-4a40-9893-6821222fb2e4,sepeda motor,Honda Beat,Shell Super,150,3824691,31478,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-08 00:00:00,144,3c355b38-01b2-4080-8a1e-9d3cc1f64241,2841252.4,26620.9,3,7,CHALLENGE007,Weekend Walkabout
431f9c5c-1d47-4e23-840b-e73dc9ea2f74,mobil,Daihatsu Xenia,Diesel,1000,435742,24615,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-03-05 00:00:00,183,886bb7f5-7494-43fb-8e75-78a25bbcd733,1126129.7,27395.1,3,7,CHALLENGE002,Vehicle Switch Challenge
7aedc3fe-0f70-40d3-8d87-9821156d576d,sepeda motor,Vespa Sprint,Pertamax Turbo,150,4395941,27601,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-28 00:00:00,135,0e1e4fb5-04cc-4e0d-bbc3-4cfc1e970074,2940243.8,19111.9,7,3,CHALLENGE028,Cycle Commute Challenge
b13792cf-434e-4a33-8740-36fca6601646,sepeda motor,Kawasaki Ninja,Diesel,100,1130201,30131,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-06-15 00:00:00,178,a73a0143-1563-4e72-9b63-9a2f81120e5c,2136457.0,32746.4,7,3,CHALLENGE028,Cycle Commute Challenge
003603f5-9280-4193-98ac-fc846250323e,sepeda motor,Honda Beat,Pertamax Turbo,1500,1617504,28595,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-08-13 00:00:00,116,2a51c890-9272-4c63-a4e6-4614e3e74863,2851157.7,22206.3,6,4,CHALLENGE010,Carbon Saver
7717ab0f-515f-4800-8e9b-c7a2cea95ab5,sepeda motor,Yamaha NMAX,Diesel,2000,1392078,33091,"UPN ""Veteran"" Jawa Timur","Jalan Rungkut Madya, Gunung Anyar, Surabaya, East Java, Indonesia",2023-08-07 00:00:00,191,4c03627a-b9ad-4b3d-b323-4eb5ae87453a,2833235.2,25801.9,3,7,CHALLENGE012,Weekend Warrior
3f644231-47e8-4d29-9ce3-99a73239242e,mobil,Mitsubishi Pajero,Pertamax,100,4219739,34000,Gubeng,"Surabaya, East Java, Indonesia",2023-11-22 00:00:00,180,4b795e99-d13a-4fec-bd14-5b1b13d450f6,2821447.2,24000.9,2,8,CHALLENGE020,Shop Local
1af108bf-6df2-4c33-9c92-5e505d559f3d,sepeda motor,Yamaha NMAX,Pertamax,1000,1998818,31733,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-02-08 00:00:00,2,29722f8d-6e0b-4cc3-b6e1-ff0d18d3ebf2,3204203.9,32734.6,5,5,CHALLENGE002,Vehicle Switch Challenge
52e03d55-a9ae-468e-ad28-d0b77b3cc7b7,sepeda motor,Kawasaki Ninja,Pertamax,200,1318155,4397,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-07-13 00:00:00,199,42b75f4f-3c99-41d6-97b3-785f22e4f740,2185134.4,16114.2,8,2,CHALLENGE003,Green Mile
e8cecf5f-4bb2-4aa4-8d24-bbaed05ae237,sepeda motor,Kawasaki Ninja,Pertamax Turbo,150,2017121,35481,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-01-13 00:00:00,112,a0a07457-ea97-4c6a-97be-6a835f7f81f4,2769425.2,22613.6,2,8,CHALLENGE005,Park and Walk
1896a973-e526-4e55-a804-ffa5d3dfcfb8,mobil,Toyota Avanza,Diesel,1200,3201372,9026,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-02-23 00:00:00,119,f2d20b1b-34ea-4dd5-bd33-06277897ce89,2495486.4,25617.3,5,5,CHALLENGE009,Local Living
20252f79-51c9-47ad-b8a6-1797aab53ddb,sepeda motor,Suzuki GSX,Pertamax Turbo,250,2802905,4285,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-03-09 00:00:00,128,e1f60cb4-b14b-430c-bd4d-ec51550826f0,2688919.3,26689.5,5,5,CHALLENGE016,School or Workplace Stroll
b54cc573-fd79-451c-9dc3-a7f71cf3a955,mobil,Toyota Avanza,Diesel,1000,1431972,27487,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-07-18 00:00:00,198,dab5ed14-ba64-4c4d-a80b-263f258566f0,2823934.3,22951.9,4,6,CHALLENGE018,Eco-Friendly Errand
431f484b-72a0-4d92-a2c1-5a0e19b8bae6,mobil,Honda Brio,Pertamax Turbo,1800,3552928,11103,Warkop Pak Min,"Turus, Ternyang, Malang Regency, East Java, Indonesia",2023-12-20 00:00:00,175,f3bbceec-1278-4588-88d8-a642942b8a99,3223008.9,20298.5,5,5,CHALLENGE001,Eco Commuter
2579f618-95dc-4d48-89d6-64a7c83a0967,sepeda motor,Kawasaki Ninja,Pertamax Turbo,100,559849,12147,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-01-07 00:00:00,6,47b8a1b3-8f4b-4214-8c48-b162e3ee2962,2779171.8,28961.0,7,3,CHALLENGE002,Vehicle Switch Challenge
b7b13b29-c729-4d78-af43-f9f21e50f999,sepeda motor,Yamaha NMAX,Pertalite,1200,963293,18365,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-09-15 00:00:00,16,47b8a1b3-8f4b-4214-8c48-b162e3ee2962,2779171.8,28961.0,7,3,CHALLENGE009,Local Living
e21c1b51-f2ab-4ba9-8055-9ec79a079e12,sepeda motor,Honda Beat,Pertamax,1000,4200563,30296,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-10-17 00:00:00,4,7eaf6a97-b960-40ef-971f-ad77580d7bfa,2139303.4,23887.9,6,4,CHALLENGE018,Eco-Friendly Errand
8ac20816-c18d-44ee-aac7-dad90733b42e,mobil,Daihatsu Xenia,Pertamax,1500,3344158,8097,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-06-16 00:00:00,25,015fc899-ae7a-4301-9e54-29634bcef4c3,2292038.9,26690.2,8,2,CHALLENGE024,Public Transport Experiment
0189c0ca-9d27-4ff3-bdc3-6b73a9d305d5,mobil,Daihatsu Xenia,Pertamax,1800,1972569,8928,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-04-25 00:00:00,190,df863306-cf1b-4cb6-9d46-db6725923dd5,1879617.5,22828.4,6,4,CHALLENGE022,One Car-Free Day
83f79ceb-12ea-4b8a-b1b6-e02193fae6d4,mobil,Toyota Avanza,Shell Super,1200,4155201,23437,Perpustakaan Universitas Yudharta Pasuruan,"Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-04-29 00:00:00,156,a5666dc2-4ffd-42fd-b012-7dd55bf44d46,2645761.1,29860.1,6,4,CHALLENGE003,Green Mile
e4ee9bcd-0495-44b5-8a65-6f5f3679dc5a,mobil,Daihatsu Xenia,Diesel,1500,305274,22279,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-02-25 00:00:00,1,44adc61e-26fe-437e-8a7b-d62d035ce5c1,2855933.6,26723.0,5,5,CHALLENGE010,Carbon Saver
5f40f575-24e7-4635-b0d1-9cd9a2dc9546,sepeda motor,Honda Beat,Pertamax,150,3168698,10092,RSUD KANJURUHAN KAB. MALANG,"Jalan Panji, Krajan, Panggungrejo, Malang Regency, East Java, Indonesia",2023-06-18 00:00:00,55,25ef494f-572a-4d00-8f7b-010cea2a3ad5,2768910.4,27999.4,6,4,CHALLENGE015,Eco Grocer
939601eb-57bb-4f3a-a03e-ad4e6c339d7b,sepeda motor,Kawasaki Ninja,Pertamax Turbo,150,4483522,29354,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-10-20 00:00:00,65,44adc61e-26fe-437e-8a7b-d62d035ce5c1,2855933.6,26723.0,5,5,CHALLENGE001,Eco Commuter
6a67b8bb-b543-466f-8c36-99ae02c48a74,mobil,Mitsubishi Pajero,Pertamax,1500,4428250,7037,Halte Dukuh Atas 1,"Kuningan, Setia Budi, South Jakarta City, Jakarta, Indonesia",2023-08-14 00:00:00,1,d15869f6-047e-4f46-8a44-b4d848d11182,2259552.1,24790.8,4,6,CHALLENGE022,One Car-Free Day
b797ff8e-4a98-4b51-a776-f96215add140,mobil,Toyota Avanza,Pertamax Turbo,150,4951034,32995,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-08 00:00:00,151,955e4fb4-95da-4e87-adee-2a7fff479979,2186638.1,19709.3,8,2,CHALLENGE009,Local Living
cbcbcf0d-ef7c-42a9-a745-a29069509e60,mobil,Suzuki Ertiga,Diesel,250,4121636,12737,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-02-04 00:00:00,156,df863306-cf1b-4cb6-9d46-db6725923dd5,1879617.5,22828.4,6,4,CHALLENGE011,Green Groceries
db473f10-57b9-4d8d-a4a1-231074806a92,sepeda motor,Vespa Sprint,Diesel,2000,1290656,5184,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-05-18 00:00:00,29,1c4436a8-be58-49b3-825a-758b337f3c06,2687078.2,26056.5,3,7,CHALLENGE027,Eco Friend Meetup
1a46a85f-1392-41f9-8800-7e1214349378,mobil,Daihatsu Xenia,Pertamax,2000,3000683,19563,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-02 00:00:00,78,63d72d20-95e8-420d-99c0-71225e2d7dd0,3112951.2,13802.0,5,5,CHALLENGE011,Green Groceries
c80cd763-d5b5-43bb-9e05-6570e84791fa,sepeda motor,Kawasaki Ninja,Pertalite,250,4533610,4000,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-02-23 00:00:00,27,d15869f6-047e-4f46-8a44-b4d848d11182,2259552.1,24790.8,4,6,CHALLENGE003,Green Mile
e8bfe1ca-cd51-4e5e-9ff8-3606199b71b2,sepeda motor,Yamaha NMAX,Pertalite,1000,3252544,20071,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-07-13 00:00:00,123,4b795e99-d13a-4fec-bd14-5b1b13d450f6,2821447.2,24000.9,2,8,CHALLENGE028,Cycle Commute Challenge
e0517c1a-2f7f-4841-8578-4690adffd449,mobil,Honda Brio,Shell Super,150,4598462,46102,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-26 00:00:00,108,913faf2b-3f75-4281-b76d-a62e69c2673c,3264225.0,24096.8,6,4,CHALLENGE010,Carbon Saver
58500a65-1915-4efc-9c8b-e12c91bec2c2,sepeda motor,Suzuki GSX,Diesel,250,293923,10362,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-10 00:00:00,130,12ccb230-5b6e-49cf-b22c-a7726ee6b454,2151183.3,19368.6,5,5,CHALLENGE011,Green Groceries
8c3831cf-fcb8-4e20-91af-bed399855bd9,mobil,Toyota Avanza,Diesel,1200,2570870,4261,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-03-25 00:00:00,98,73086764-4d98-4b9b-b379-f92b6e34220f,2346223.3,19315.4,5,5,CHALLENGE022,One Car-Free Day
9d99f560-0f5c-4af4-b322-38e52917fd0c,sepeda motor,Vespa Sprint,Pertalite,1000,2880567,8554,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-04-25 00:00:00,144,e101eb75-7ac2-4f71-b98f-b7559621e8fd,2328302.0,27607.0,6,4,CHALLENGE022,One Car-Free Day
751bcb83-c22b-4f9c-863a-f1b93accec86,sepeda motor,Honda Beat,Shell Super,1500,2461000,20899,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-02-10 00:00:00,149,f3bbceec-1278-4588-88d8-a642942b8a99,3223008.9,20298.5,5,5,CHALLENGE020,Shop Local
83b1b7dc-3126-431b-a523-831c379f4234,mobil,Honda Brio,Diesel,250,656604,40763,Dicoding Academy,"Jalan Batik Kumeli, Sukaluyu, Bandung City, West Java, Indonesia",2023-05-18 00:00:00,102,4b795e99-d13a-4fec-bd14-5b1b13d450f6,2821447.2,24000.9,2,8,CHALLENGE003,Green Mile
7eedbd98-8304-4963-866e-e58345c0b029,mobil,Toyota Avanza,Pertamax Turbo,2000,822029,18191,Cv. Berkah Semi Mandiri,"Tempel, Kambingan, Gresik Regency, East Java, Indonesia",2023-02-20 00:00:00,34,80b01657-a9fd-4b54-aaae-31bf1b296080,1985290.1,27551.2,3,7,CHALLENGE011,Green Groceries
012b7347-b518-407e-b60f-238975d01776,sepeda motor,Yamaha NMAX,Diesel,1800,1160793,7845,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-10-15 00:00:00,198,72b17578-7730-4bfd-bbca-f65f453effec,2079180.2,14673.1,4,6,CHALLENGE018,Eco-Friendly Errand
5783539f-341a-4140-8533-4fa8a1b0f8b0,sepeda motor,Kawasaki Ninja,Pertamax Turbo,1200,817503,30665,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-01-04 00:00:00,122,df863306-cf1b-4cb6-9d46-db6725923dd5,1879617.5,22828.4,6,4,CHALLENGE012,Weekend Warrior
4af1b810-799e-4090-b8a3-c69458ebebd4,mobil,Daihatsu Xenia,Pertamax,250,1042587,20265,gubeng,"Surabaya, Jawa Timur",2023-01-10 00:00:00,168,a0a07457-ea97-4c6a-97be-6a835f7f81f4,2769425.2,22613.6,2,8,CHALLENGE010,Carbon Saver
ce19a452-d038-4365-a3df-ea0b11c5299f,sepeda motor,Honda Beat,Diesel,1500,1534052,9631,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-08-18 00:00:00,90,dab5ed14-ba64-4c4d-a80b-263f258566f0,2823934.3,22951.9,4,6,CHALLENGE005,Park and Walk
afd6bbab-70be-4653-878c-e066f8f063f2,sepeda motor,Yamaha NMAX,Pertamax,100,4348472,47469,National Taiwan University of Science and Technology,"Section 4, Keelung Road, Da’an District, Taipei City, Taiwan",2023-09-08 00:00:00,170,015fc899-ae7a-4301-9e54-29634bcef4c3,2292038.9,26690.2,8,2,CHALLENGE027,Eco Friend Meetup
3c7523f1-dcad-4ba1-a1df-e4de6c05424e,sepeda motor,Honda Beat,Pertalite,250,1761257,39221,ALANA MALANG PROJECTOR | Pusat Sewa Lcd Proyektor Infocus dan Rental Screen Murah,"Jalan Raya Candi II, Karangbesuki, Malang City, East Java, Indonesia",2023-12-12 00:00:00,128,d46bd423-0f44-4f70-8299-6a6f36996a0e,2668304.0,31030.3,6,4,CHALLENGE002,Vehicle Switch Challenge
5659618c-45ad-4cf3-935a-5f756f8a2bb2,sepeda motor,Honda Beat,Pertamax,1800,822244,41986,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-03-24 00:00:00,38,a5666dc2-4ffd-42fd-b012-7dd55bf44d46,2645761.1,29860.1,6,4,CHALLENGE012,Weekend Warrior
fda71e03-d7f6-4a75-8be4-a3e596049228,sepeda motor,Suzuki GSX,Pertamax Turbo,200,2390341,35337,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-04 00:00:00,137,913faf2b-3f75-4281-b76d-a62e69c2673c,3264225.0,24096.8,6,4,CHALLENGE007,Weekend Walkabout
f3437454-965c-491e-a8d9-0b81fa593d79,mobil,Mitsubishi Pajero,Shell Super,2000,1164531,17643,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-04-27 00:00:00,114,e101eb75-7ac2-4f71-b98f-b7559621e8fd,2328302.0,27607.0,6,4,CHALLENGE001,Eco Commuter
675eaf8a-d251-4ed0-ab62-d6406fb9a104,sepeda motor,Yamaha NMAX,Diesel,1800,2959293,12862,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-05-21 00:00:00,132,9761941f-4c75-4208-8552-c77ce1fc9e57,2799837.2,27666.1,5,5,CHALLENGE003,Green Mile
967ec4cd-985c-48b3-904e-10e396284bb1,mobil,Mitsubishi Pajero,Diesel,1000,1499341,15224,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-05-15 00:00:00,131,11c40027-0c39-42b0-9f2c-7f689a4fe902,2604622.2,28674.7,4,6,CHALLENGE013,Nature Stroll
a8851eab-9fb1-409b-b0f7-f63a44528146,sepeda motor,Suzuki GSX,Shell Super,200,2956786,14934,gubeng,"Surabaya, Jawa Timur",2023-08-05 00:00:00,127,df863306-cf1b-4cb6-9d46-db6725923dd5,1879617.5,22828.4,6,4,CHALLENGE024,Public Transport Experiment
add27573-972d-440a-a6ad-39d1da23606c,mobil,Mitsubishi Pajero,Shell Super,2000,4160840,46153,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-10-04 00:00:00,7,ff315c64-29b8-4ce5-8f4c-bfbd1f7dc490,3474668.0,24158.1,5,5,CHALLENGE016,School or Workplace Stroll
