idHistory,vehicle_type,vehicle_name,fuel_type,machine_capacity,daily_emission,distance,location,location_address,time_used,time_travel,user_id
1896a973-e526-4e55-a804-ffa5d3dfcfb8,mobil,Toyota Avanza,Diesel,1200,3201372,9026,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-02-23 00:00:00,119,
20252f79-51c9-47ad-b8a6-1797aab53ddb,sepeda motor,Suzuki GSX,Pertamax Turbo,250,2802905,4285,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-03-09 00:00:00,128,
b54cc573-fd79-451c-9dc3-a7f71cf3a955,mobil,Toyota Avanza,Diesel,1000,1431972,27487,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-07-18 00:00:00,198,
431f484b-72a0-4d92-a2c1-5a0e19b8bae6,mobil,Honda Brio,Pertamax Turbo,1800,3552928,11103,Warkop Pak Min,"Turus, Ternyang, Malang Regency, East Java, Indonesia",2023-12-20 00:00:00,175,
2579f618-95dc-4d48-89d6-64a7c83a0967,sepeda motor,Kawasaki Ninja,Pertamax Turbo,100,559849,12147,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-01-07 00:00:00,6,
b7b13b29-c729-4d78-af43-f9f21e50f999,sepeda motor,Yamaha NMAX,Pertalite,1200,963293,18365,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-09-15 00:00:00,16,
e21c1b51-f2ab-4ba9-8055-9ec79a079e12,sepeda motor,Honda Beat,Pertamax,1000,4200563,30296,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-10-17 00:00:00,4,
8ac20816-c18d-44ee-aac7-dad90733b42e,mobil,Daihatsu Xenia,Pertamax,1500,3344158,8097,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-06-16 00:00:00,25,
0189c0ca-9d27-4ff3-bdc3-6b73a9d305d5,mobil,Daihatsu Xenia,Pertamax,1800,1972569,8928,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-04-25 00:00:00,190,
83f79ceb-12ea-4b8a-b1b6-e02193fae6d4,mobil,Toyota Avanza,Shell Super,1200,4155201,23437,Perpustakaan Universitas Yudharta Pasuruan,"Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-04-29 00:00:00,156,
e4ee9bcd-0495-44b5-8a65-6f5f3679dc5a,mobil,Daihatsu Xenia,Diesel,1500,305274,22279,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-02-25 00:00:00,1,
5f40f575-24e7-4635-b0d1-9cd9a2dc9546,sepeda motor,Honda Beat,Pertamax,150,3168698,10092,RSUD KANJURUHAN KAB. MALANG,"Jalan Panji, Krajan, Panggungrejo, Malang Regency, East Java, Indonesia",2023-06-18 00:00:00,55,
939601eb-57bb-4f3a-a03e-ad4e6c339d7b,sepeda motor,Kawasaki Ninja,Pertamax Turbo,150,4483522,29354,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-10-20 00:00:00,65,
6a67b8bb-b543-466f-8c36-99ae02c48a74,mobil,Mitsubishi Pajero,Pertamax,1500,4428250,7037,Halte Dukuh Atas 1,"Kuningan, Setia Budi, South Jakarta City, Jakarta, Indonesia",2023-08-14 00:00:00,1,
b797ff8e-4a98-4b51-a776-f96215add140,mobil,Toyota Avanza,Pertamax Turbo,150,4951034,32995,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-08 00:00:00,151,
cbcbcf0d-ef7c-42a9-a745-a29069509e60,mobil,Suzuki Ertiga,Diesel,250,4121636,12737,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-02-04 00:00:00,156,
db473f10-57b9-4d8d-a4a1-231074806a92,sepeda motor,Vespa Sprint,Diesel,2000,1290656,5184,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-05-18 00:00:00,29,
1a46a85f-1392-41f9-8800-7e1214349378,mobil,Daihatsu Xenia,Pertamax,2000,3000683,19563,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-02 00:00:00,78,
c80cd763-d5b5-43bb-9e05-6570e84791fa,sepeda motor,Kawasaki Ninja,Pertalite,250,4533610,4000,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-02-23 00:00:00,27,
e8bfe1ca-cd51-4e5e-9ff8-3606199b71b2,sepeda motor,Yamaha NMAX,Pertalite,1000,3252544,20071,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-07-13 00:00:00,123,
e0517c1a-2f7f-4841-8578-4690adffd449,mobil,Honda Brio,Shell Super,150,4598462,46102,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-26 00:00:00,108,
58500a65-1915-4efc-9c8b-e12c91bec2c2,sepeda motor,Suzuki GSX,Diesel,250,293923,10362,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-10 00:00:00,130,
8c3831cf-fcb8-4e20-91af-bed399855bd9,mobil,Toyota Avanza,Diesel,1200,2570870,4261,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-03-25 00:00:00,98,
9d99f560-0f5c-4af4-b322-38e52917fd0c,sepeda motor,Vespa Sprint,Pertalite,1000,2880567,8554,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-04-25 00:00:00,144,
751bcb83-c22b-4f9c-863a-f1b93accec86,sepeda motor,Honda Beat,Shell Super,1500,2461000,20899,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-02-10 00:00:00,149,
83b1b7dc-3126-431b-a523-831c379f4234,mobil,Honda Brio,Diesel,250,656604,40763,Dicoding Academy,"Jalan Batik Kumeli, Sukaluyu, Bandung City, West Java, Indonesia",2023-05-18 00:00:00,102,
7eedbd98-8304-4963-866e-e58345c0b029,mobil,Toyota Avanza,Pertamax Turbo,2000,822029,18191,Cv. Berkah Semi Mandiri,"Tempel, Kambingan, Gresik Regency, East Java, Indonesia",2023-02-20 00:00:00,34,
012b7347-b518-407e-b60f-238975d01776,sepeda motor,Yamaha NMAX,Diesel,1800,1160793,7845,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-10-15 00:00:00,198,
5783539f-341a-4140-8533-4fa8a1b0f8b0,sepeda motor,Kawasaki Ninja,Pertamax Turbo,1200,817503,30665,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-01-04 00:00:00,122,
4af1b810-799e-4090-b8a3-c69458ebebd4,mobil,Daihatsu Xenia,Pertamax,250,1042587,20265,gubeng,"Surabaya, Jawa Timur",2023-01-10 00:00:00,168,
ce19a452-d038-4365-a3df-ea0b11c5299f,sepeda motor,Honda Beat,Diesel,1500,1534052,9631,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-08-18 00:00:00,90,
afd6bbab-70be-4653-878c-e066f8f063f2,sepeda motor,Yamaha NMAX,Pertamax,100,4348472,47469,National Taiwan University of Science and Technology,"Section 4, Keelung Road, Da’an District, Taipei City, Taiwan",2023-09-08 00:00:00,170,
3c7523f1-dcad-4ba1-a1df-e4de6c05424e,sepeda motor,Honda Beat,Pertalite,250,1761257,39221,ALANA MALANG PROJECTOR | Pusat Sewa Lcd Proyektor Infocus dan Rental Screen Murah,"Jalan Raya Candi II, Karangbesuki, Malang City, East Java, Indonesia",2023-12-12 00:00:00,128,
5659618c-45ad-4cf3-935a-5f756f8a2bb2,sepeda motor,Honda Beat,Pertamax,1800,822244,41986,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-03-24 00:00:00,38,
fda71e03-d7f6-4a75-8be4-a3e596049228,sepeda motor,Suzuki GSX,Pertamax Turbo,200,2390341,35337,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-04 00:00:00,137,
f3437454-965c-491e-a8d9-0b81fa593d79,mobil,Mitsubishi Pajero,Shell Super,2000,1164531,17643,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-04-27 00:00:00,114,
675eaf8a-d251-4ed0-ab62-d6406fb9a104,sepeda motor,Yamaha NMAX,Diesel,1800,2959293,12862,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-05-21 00:00:00,132,
967ec4cd-985c-48b3-904e-10e396284bb1,mobil,Mitsubishi Pajero,Diesel,1000,1499341,15224,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-05-15 00:00:00,131,
a8851eab-9fb1-409b-b0f7-f63a44528146,sepeda motor,Suzuki GSX,Shell Super,200,2956786,14934,gubeng,"Surabaya, Jawa Timur",2023-08-05 00:00:00,127,
add27573-972d-440a-a6ad-39d1da23606c,mobil,Mitsubishi Pajero,Shell Super,2000,4160840,46153,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-10-04 00:00:00,7,
f9c6ce30-f356-4ad4-b329-78403c9b747f,mobil,Daihatsu Xenia,Pertamax,125,4522152,31768,Bebek Kerto Jalibar Kepanjen,"Jalan Raya Pepen, RT.02/RW.01, Pepen, Mojosari, Malang Regency, East Java, Indonesia",2023-08-02 00:00:00,42,
af1b6962-515d-41f7-a98b-34b0dd9f3102,mobil,Mitsubishi Pajero,Pertamax Turbo,125,1479898,30570,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-03-02 00:00:00,1,
e3a9c51a-26f7-4581-b3b5-e1a65ac3074f,sepeda motor,Honda Beat,Shell Super,200,2386831,772,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-10-12 00:00:00,113,
c5fdfb27-7c3d-40ae-8899-971f29c89e0d,mobil,Honda Brio,Diesel,1000,1339618,31769,Nur Cahyono,"Jalan Randupitu-Gunung Gangsir, Randu Pitu, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-03-28 00:00:00,199,
15d63ae7-e296-4a37-830a-8facd2b1c943,mobil,Toyota Avanza,Pertamax Turbo,2000,2506480,17317,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-02-05 00:00:00,142,
74fd3b81-40c5-49a9-8ec9-89176b942e17,sepeda motor,Suzuki GSX,Diesel,1500,749216,22930,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-08-29 00:00:00,67,
2261c8d0-4759-43a0-b736-3c3cae36c5f6,sepeda motor,Vespa Sprint,Diesel,1500,3335233,29629,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-09-20 00:00:00,54,
6f58fb99-70e6-4a8d-8027-cc311d12c055,sepeda motor,Suzuki GSX,Diesel,1500,3284936,37054,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-05-14 00:00:00,162,
25bbef4d-88f5-4014-b5ed-129ce71821e8,mobil,Honda Brio,Shell Super,125,3046295,5226,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-01-14 00:00:00,45,
ff0ddbfa-8fb1-4798-89cd-4b1d138bcccb,mobil,Honda Brio,Pertalite,250,4593515,41465,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-08-03 00:00:00,101,
c106a881-45b3-4cb9-ba88-06b5de34c4ff,mobil,Toyota Avanza,Shell Super,250,2845371,7882,gubeng,"Surabaya, Jawa Timur",2023-08-20 00:00:00,91,
a1a6c537-361d-4db8-a08a-223eb6b7626b,sepeda motor,Yamaha NMAX,Pertamax,200,3990143,42099,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-01-02 00:00:00,198,
a0840cfb-eb56-45a4-9d22-83c7c28909c7,sepeda motor,Kawasaki Ninja,Pertalite,100,58703,16132,"UPN ""Veteran"" Jawa Timur","Jalan Rungkut Madya, Gunung Anyar, Surabaya, East Java, Indonesia",2023-02-10 00:00:00,126,
a9599c55-6127-4ba4-96a3-d30c03d0fdf7,sepeda motor,Vespa Sprint,Shell Super,150,1888611,41937,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-03-25 00:00:00,185,
ff519761-8a22-4d11-845f-b0c2445f0acd,mobil,Daihatsu Xenia,Pertalite,125,990847,2249,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-07-13 00:00:00,105,
6770f914-e88c-4903-a959-2fb1e25a30fc,mobil,Toyota Avanza,Pertalite,1200,3277033,26550,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-01-19 00:00:00,6,
433d10af-a26a-42fd-8bc6-43c7022caf10,mobil,Toyota Avanza,Shell Super,250,3582002,14281,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-11-05 00:00:00,151,
d1f3025f-3097-45ef-babe-dc01b761aab3,sepeda motor,Vespa Sprint,Pertamax,1000,2254082,35407,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-09-26 00:00:00,55,
113f4c01-3cfd-471a-88df-d5c9b17ae1fe,mobil,Toyota Avanza,Diesel,200,3349368,46807,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-02-07 00:00:00,161,
7c77b849-4cfc-4a35-a36c-95ddd4fd51d2,sepeda motor,Yamaha NMAX,Pertamax Turbo,1800,2325769,32105,gubeng,"Surabaya, Jawa Timur",2023-03-17 00:00:00,119,
a35c45cc-f6f3-48b8-9066-4a6eb1409d5f,mobil,Toyota Avanza,Pertamax,2000,1290724,10823,SDN 19 Martapura,"Baru City, East Ogan Komering Ulu Regency, South Sumatra, Indonesia",2023-05-20 00:00:00,196,
e5fdd0ee-866f-4dc6-b813-74d8df1c7825,mobil,Daihatsu Xenia,Pertamax,250,2722081,41034,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-05-22 00:00:00,69,
e613d37d-ee28-4a5a-9a8c-68b8f2e9a0f0,sepeda motor,Honda Beat,Pertamax Turbo,1200,1709881,39063,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-10-25 00:00:00,71,
a55d2e89-c741-442a-a5ff-754039e23681,mobil,Honda Brio,Pertamax,150,4108523,47306,Dicoding Academy,"Jalan Batik Kumeli, Sukaluyu, Bandung City, West Java, Indonesia",2023-12-04 00:00:00,171,
16c9dacb-060d-4e77-aa0b-276f7f15c721,sepeda motor,Kawasaki Ninja,Pertalite,1800,3464671,1026,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-05-12 00:00:00,121,
4e224bf6-a31d-4a83-9b74-639522aae6fd,mobil,Toyota Avanza,Shell Super,1500,531912,1402,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-12-31 00:00:00,34,
bb976104-e29a-4c07-ba94-1e0cf6703dd4,mobil,Mitsubishi Pajero,Pertamax Turbo,1000,3247271,23429,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-07-04 00:00:00,51,
5cb602a1-9aae-44ac-8274-cce45f991fa2,mobil,Mitsubishi Pajero,Diesel,2000,1874331,19664,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-03-28 00:00:00,45,
25ab189c-be8c-4e3c-a479-721ac8bbeb7e,mobil,Honda Brio,Diesel,2000,3836688,7109,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-09-19 00:00:00,149,
9747e4c9-8b65-47b6-af88-c9359f5be4c1,sepeda motor,Honda Beat,Pertamax,100,3907002,42303,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-07-20 00:00:00,159,
dbd2eb76-86b9-4ca1-83f7-d76b743931bd,sepeda motor,Suzuki GSX,Shell Super,1800,3169107,21845,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-11-01 00:00:00,93,
2cfdfb57-eb35-4db9-a866-c2fc17340dec,mobil,Suzuki Ertiga,Diesel,125,4539125,6540,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-03-11 00:00:00,9,
85c5bba2-b3d1-41e6-ae15-8197034ad06a,sepeda motor,Yamaha NMAX,Diesel,150,4447954,38009,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-09-17 00:00:00,123,
c437566a-2088-4abc-a3aa-59cd982b9cd1,mobil,Mitsubishi Pajero,Diesel,1500,1588873,39009,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-04-18 00:00:00,147,
95413426-d586-4d91-9e67-d3887e68784e,sepeda motor,Suzuki GSX,Pertalite,1500,2972140,45940,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-04 00:00:00,64,
65567eb3-d2dd-48fb-8d3f-d01fe9db7918,mobil,Suzuki Ertiga,Shell Super,1000,2242604,27751,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-07-10 00:00:00,186,
741b8276-8355-47b4-a543-b7be0f8d974f,mobil,Daihatsu Xenia,Diesel,100,4663323,14913,Dicoding Academy,"Jalan Batik Kumeli, Sukaluyu, Bandung City, West Java, Indonesia",2023-10-25 00:00:00,92,
38e47336-92e9-4fe4-a575-8868e8929b54,sepeda motor,Yamaha NMAX,Shell Super,1200,2656099,18796,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-08-04 00:00:00,90,
6c1a2796-8110-4c36-b0ec-0d8d03c5cfd0,sepeda motor,Yamaha NMAX,Pertalite,2000,4083832,22094,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-09-20 00:00:00,74,
0c755e08-9ec6-4302-9c09-f1f1a07730d4,sepeda motor,Suzuki GSX,Pertamax Turbo,1800,2701831,26118,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-05-31 00:00:00,186,
26879cfc-e8e3-45f9-aadb-8d9db75c3bcc,mobil,Toyota Avanza,Pertamax Turbo,1500,649994,47865,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-05-08 00:00:00,72,
996c0523-9fe3-40cb-9696-775e51485d27,mobil,Mitsubishi Pajero,Pertamax,1000,1743018,14086,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-06-19 00:00:00,188,
f3b1d139-5b0a-4c5e-a5d9-c403e242f8ac,mobil,Mitsubishi Pajero,Shell Super,1800,3091218,41604,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-07-11 00:00:00,157,
4525d1be-2e15-497e-83c7-09c8b61b1544,sepeda motor,Yamaha NMAX,Pertamax,250,3216813,34440,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-11-05 00:00:00,131,
6a3411f1-e451-4715-82ef-7da80c082f47,mobil,Mitsubishi Pajero,Pertalite,2000,3858525,17065,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-02-14 00:00:00,188,
56b0cfd1-dfcd-432c-8290-b1ce2f1b5d78,sepeda motor,Honda Beat,Pertalite,1200,1244917,5709,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-01-31 00:00:00,135,
1c1f87db-4978-4a64-a1dc-51238b5e8bdc,mobil,Suzuki Ertiga,Shell Super,1000,3588257,5925,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-10 00:00:00,179,
e421b571-a0d3-483d-be60-56e8cfd4cb02,mobil,Suzuki Ertiga,Shell Super,1500,4087936,17146,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-07-29 00:00:00,38,
191f2734-1624-45f7-a172-4f9aa54b3fc7,mobil,Suzuki Ertiga,Pertamax,1200,4234683,46547,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-09-26 00:00:00,32,
db833009-7a81-4580-8fa6-1160533a35da,mobil,Daihatsu Xenia,Shell Super,1200,2462721,44892,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-08-10 00:00:00,77,
0618fc03-64fc-4205-be92-508d50e3a006,mobil,Toyota Avanza,Diesel,125,4952893,40006,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-07-16 00:00:00,16,
7f61201d-a443-4564-a5a6-236c5b0721be,mobil,Honda Brio,Pertamax Turbo,250,3223853,7428,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-10-11 00:00:00,152,
5ee9d842-db93-4129-8799-500d1be48b26,sepeda motor,Kawasaki Ninja,Pertalite,125,384110,35903,Stasiun Martapura,"Baru City, East Ogan Komering Ulu Regency, South Sumatra, Indonesia",2023-04-27 00:00:00,10,
a522b907-1a26-4a3d-886a-8ad49efe7d70,sepeda motor,Kawasaki Ninja,Pertamax Turbo,1500,1233687,42532,ALANA MALANG PROJECTOR | Pusat Sewa Lcd Proyektor Infocus dan Rental Screen Murah,"Jalan Raya Candi II, Karangbesuki, Malang City, East Java, Indonesia",2023-03-11 00:00:00,6,
3132fe2f-2b75-464a-8286-b347af6691ed,sepeda motor,Suzuki GSX,Pertamax Turbo,125,4796360,16748,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-02-05 00:00:00,7,
9b316703-ab33-4351-be4d-eed27d9e6c0a,sepeda motor,Yamaha NMAX,Pertamax,150,1268760,45480,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-06-19 00:00:00,189,
214350f9-3479-4717-829c-88122233cc32,sepeda motor,Suzuki GSX,Shell Super,2000,3280605,14547,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-05-30 00:00:00,61,
00b31fbc-c545-4c58-a3a7-08aa94493caa,mobil,Suzuki Ertiga,Shell Super,1200,4588701,19171,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-03-05 00:00:00,101,
fdd63674-1755-4134-a60c-08b8cfa78818,mobil,Toyota Avanza,Pertamax Turbo,200,1977607,28025,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-06-07 00:00:00,92,
ac294253-92d2-41bf-9a90-2212211fa717,sepeda motor,Suzuki GSX,Pertalite,125,2204961,11153,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-04-15 00:00:00,185,
ed4d8be3-ef26-4a57-a08d-8ea351f7990b,mobil,Honda Brio,Pertalite,1000,4104002,45137,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-09-18 00:00:00,169,
a05a75af-f865-4eed-9b84-3b78800cb200,sepeda motor,Suzuki GSX,Shell Super,1000,2257628,2478,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-05-22 00:00:00,2,
04b1a4e5-81f6-4c81-ac0f-159b0f2f4bc5,mobil,Daihatsu Xenia,Diesel,1500,592436,28542,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-12-19 00:00:00,168,
b57b3649-8743-4479-b263-cf4420c436cd,sepeda motor,Vespa Sprint,Diesel,150,3385723,27670,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-07-15 00:00:00,62,
4f138834-d4c3-4729-bf1d-0d6bf52d61c2,sepeda motor,Honda Beat,Pertalite,1200,4699724,49063,RSUD KANJURUHAN KAB. MALANG,"Jalan Panji, Krajan, Panggungrejo, Malang Regency, East Java, Indonesia",2023-01-31 00:00:00,167,
32b9eaf1-9414-4dd7-a44c-db1ddf7a242d,sepeda motor,Kawasaki Ninja,Pertalite,200,182783,17036,Warkop Pak Min,"Turus, Ternyang, Malang Regency, East Java, Indonesia",2023-06-15 00:00:00,90,
27bbc218-8353-4a7c-a144-ff9ac27f3b5b,mobil,Honda Brio,Shell Super,125,2320215,37091,Terminal Arjosari Malang,"Jalan Raden Intan, Arjosari, Malang City, East Java, Indonesia",2023-01-13 00:00:00,148,
89e98406-a010-421d-9a19-b3c6b44414a6,mobil,Suzuki Ertiga,Pertamax,1800,3352949,39776,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-08-21 00:00:00,63,
e4d18d8a-e618-4722-b4b9-5998a9d28bb1,mobil,Toyota Avanza,Pertalite,250,2688217,35558,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-11-11 00:00:00,85,
ea4fc2d8-98e8-420e-af6f-139d5ee999da,mobil,Suzuki Ertiga,Pertamax,200,2704624,17213,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-07-10 00:00:00,31,
01a85804-8e1a-40bb-b2a0-99e5b076b9f2,sepeda motor,Suzuki GSX,Pertalite,1200,4140490,9366,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-06-24 00:00:00,190,
